"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","264","Create file with incorrect file id","LMS service","Tue May 27 03:41:21 GMT 2025","passed","Tue May 27 03:41:22 GMT 2025","Validate entity","Files","",""
"","21","Delete file","LMS service","Tue May 27 03:41:21 GMT 2025","passed","Tue May 27 03:41:21 GMT 2025","Delete entity","Files","",""
"","13","Get file","LMS service","Tue May 27 03:41:19 GMT 2025","passed","Tue May 27 03:41:19 GMT 2025","Get entity","Files","",""
"","18","Delete exercise","LMS service","Tue May 27 03:41:16 GMT 2025","passed","Tue May 27 03:41:16 GMT 2025","Delete entity","Exercises","",""
"","29","Get courses","LMS service","Tue May 27 03:41:14 GMT 2025","passed","Tue May 27 03:41:14 GMT 2025","Get entities","Courses","",""
"","286","Create user","LMS service","Tue May 27 03:41:22 GMT 2025","passed","Tue May 27 03:41:22 GMT 2025","Create entity","Users","",""
"","554","Create user","LMS service","Tue May 27 03:41:22 GMT 2025","passed","Tue May 27 03:41:22 GMT 2025","Create entity","Users","",""
"","266","Create file with empty filename and directory","LMS service","Tue May 27 03:41:20 GMT 2025","passed","Tue May 27 03:41:20 GMT 2025","Validate entity","Files","",""
"","33","Create course","LMS service","Tue May 27 03:41:14 GMT 2025","passed","Tue May 27 03:41:14 GMT 2025","Create entity","Courses","",""
"","532","Create user","LMS service","Tue May 27 03:41:21 GMT 2025","passed","Tue May 27 03:41:22 GMT 2025","Create entity","Users","",""
"","263","Create file with empty filename","LMS service","Tue May 27 03:41:19 GMT 2025","passed","Tue May 27 03:41:19 GMT 2025","Validate entity","Files","",""
"","275","Create exercise","LMS service","Tue May 27 03:41:15 GMT 2025","passed","Tue May 27 03:41:15 GMT 2025","Create entity","Exercises","",""
"","37","Update course","LMS service","Tue May 27 03:41:13 GMT 2025","passed","Tue May 27 03:41:13 GMT 2025","Update entity","Courses","",""
"","546","Login","LMS service","Tue May 27 03:41:12 GMT 2025","passed","Tue May 27 03:41:13 GMT 2025","Login","Authentication","",""
"","286","Get exercise","LMS service","Tue May 27 03:41:16 GMT 2025","passed","Tue May 27 03:41:17 GMT 2025","Get entity","Exercises","",""
"","264","Create file with empty directory","LMS service","Tue May 27 03:41:20 GMT 2025","passed","Tue May 27 03:41:20 GMT 2025","Validate entity","Files","",""
"","292","Update exercise","LMS service","Tue May 27 03:41:18 GMT 2025","passed","Tue May 27 03:41:18 GMT 2025","Update entity","Exercises","",""
"","20","Get exercises","LMS service","Tue May 27 03:41:17 GMT 2025","passed","Tue May 27 03:41:17 GMT 2025","Get entities","Exercises","",""
"","12","Get user me","LMS service","Tue May 27 03:41:23 GMT 2025","passed","Tue May 27 03:41:23 GMT 2025","Get entity","Users","",""
"","313","Create file","LMS service","Tue May 27 03:41:18 GMT 2025","passed","Tue May 27 03:41:18 GMT 2025","Create entity","Files","",""
