"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","535","Create user","LMS service","Sat Jun 07 04:00:53 GMT 2025","passed","Sat Jun 07 04:00:53 GMT 2025","Create entity","Users","",""
"","309","Create file","LMS service","Sat Jun 07 04:00:49 GMT 2025","passed","Sat Jun 07 04:00:50 GMT 2025","Create entity","Files","",""
"","11","Get user me","LMS service","Sat Jun 07 04:00:54 GMT 2025","passed","Sat Jun 07 04:00:54 GMT 2025","Get entity","Users","",""
"","16","Get file","LMS service","Sat Jun 07 04:00:50 GMT 2025","passed","Sat Jun 07 04:00:50 GMT 2025","Get entity","Files","",""
"","546","Login","LMS service","Sat Jun 07 04:00:44 GMT 2025","passed","Sat Jun 07 04:00:45 GMT 2025","Login","Authentication","",""
"","265","Create file with incorrect file id","LMS service","Sat Jun 07 04:00:53 GMT 2025","passed","Sat Jun 07 04:00:53 GMT 2025","Validate entity","Files","",""
"","555","Create user","LMS service","Sat Jun 07 04:00:53 GMT 2025","passed","Sat Jun 07 04:00:54 GMT 2025","Create entity","Users","",""
"","264","Create file with empty filename","LMS service","Sat Jun 07 04:00:51 GMT 2025","passed","Sat Jun 07 04:00:51 GMT 2025","Validate entity","Files","",""
"","20","Get exercises","LMS service","Sat Jun 07 04:00:48 GMT 2025","passed","Sat Jun 07 04:00:48 GMT 2025","Get entities","Exercises","",""
"","288","Get exercise","LMS service","Sat Jun 07 04:00:48 GMT 2025","passed","Sat Jun 07 04:00:48 GMT 2025","Get entity","Exercises","",""
"","29","Get courses","LMS service","Sat Jun 07 04:00:46 GMT 2025","passed","Sat Jun 07 04:00:46 GMT 2025","Get entities","Courses","",""
"","41","Update course","LMS service","Sat Jun 07 04:00:45 GMT 2025","passed","Sat Jun 07 04:00:45 GMT 2025","Update entity","Courses","",""
"","268","Create file with empty filename and directory","LMS service","Sat Jun 07 04:00:52 GMT 2025","passed","Sat Jun 07 04:00:52 GMT 2025","Validate entity","Files","",""
"","18","Delete exercise","LMS service","Sat Jun 07 04:00:47 GMT 2025","passed","Sat Jun 07 04:00:47 GMT 2025","Delete entity","Exercises","",""
"","286","Create user","LMS service","Sat Jun 07 04:00:53 GMT 2025","passed","Sat Jun 07 04:00:53 GMT 2025","Create entity","Users","",""
"","19","Delete file","LMS service","Sat Jun 07 04:00:53 GMT 2025","passed","Sat Jun 07 04:00:53 GMT 2025","Delete entity","Files","",""
"","35","Create course","LMS service","Sat Jun 07 04:00:46 GMT 2025","passed","Sat Jun 07 04:00:46 GMT 2025","Create entity","Courses","",""
"","296","Update exercise","LMS service","Sat Jun 07 04:00:49 GMT 2025","passed","Sat Jun 07 04:00:49 GMT 2025","Update entity","Exercises","",""
"","274","Create exercise","LMS service","Sat Jun 07 04:00:47 GMT 2025","passed","Sat Jun 07 04:00:47 GMT 2025","Create entity","Exercises","",""
"","263","Create file with empty directory","LMS service","Sat Jun 07 04:00:51 GMT 2025","passed","Sat Jun 07 04:00:51 GMT 2025","Validate entity","Files","",""
