"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","Get courses","LMS service","Wed Oct 22 03:59:42 GMT 2025","passed","Wed Oct 22 03:59:42 GMT 2025","Get entities","Courses","",""
"","274","Create exercise","LMS service","Wed Oct 22 03:59:43 GMT 2025","passed","Wed Oct 22 03:59:44 GMT 2025","Create entity","Exercises","",""
"","33","Create course","LMS service","Wed Oct 22 03:59:42 GMT 2025","passed","Wed Oct 22 03:59:42 GMT 2025","Create entity","Courses","",""
"","14","Get user me","LMS service","Wed Oct 22 03:59:51 GMT 2025","passed","Wed Oct 22 03:59:51 GMT 2025","Get entity","Users","",""
"","543","Create user","LMS service","Wed Oct 22 03:59:49 GMT 2025","passed","Wed Oct 22 03:59:50 GMT 2025","Create entity","Users","",""
"","292","Delete file","LMS service","Wed Oct 22 03:59:49 GMT 2025","passed","Wed Oct 22 03:59:49 GMT 2025","Delete entity","Files","",""
"","550","Create user","LMS service","Wed Oct 22 03:59:50 GMT 2025","passed","Wed Oct 22 03:59:50 GMT 2025","Create entity","Users","",""
"","20","Get exercises","LMS service","Wed Oct 22 03:59:45 GMT 2025","passed","Wed Oct 22 03:59:45 GMT 2025","Get entities","Exercises","",""
"","286","Create user","LMS service","Wed Oct 22 03:59:50 GMT 2025","passed","Wed Oct 22 03:59:50 GMT 2025","Create entity","Users","",""
"","256","Create file with empty filename","LMS service","Wed Oct 22 03:59:47 GMT 2025","passed","Wed Oct 22 03:59:48 GMT 2025","Validate entity","Files","",""
"","19","Create file with empty directory","LMS service","Wed Oct 22 03:59:48 GMT 2025","passed","Wed Oct 22 03:59:48 GMT 2025","Validate entity","Files","",""
"","267","Create file with empty filename and directory","LMS service","Wed Oct 22 03:59:49 GMT 2025","passed","Wed Oct 22 03:59:49 GMT 2025","Validate entity","Files","",""
"","19","Delete exercise","LMS service","Wed Oct 22 03:59:44 GMT 2025","passed","Wed Oct 22 03:59:44 GMT 2025","Delete entity","Exercises","",""
"","23","Update exercise","LMS service","Wed Oct 22 03:59:45 GMT 2025","passed","Wed Oct 22 03:59:45 GMT 2025","Update entity","Exercises","",""
"","20","Get exercise","LMS service","Wed Oct 22 03:59:44 GMT 2025","passed","Wed Oct 22 03:59:45 GMT 2025","Get entity","Exercises","",""
"","34","Update course","LMS service","Wed Oct 22 03:59:41 GMT 2025","passed","Wed Oct 22 03:59:41 GMT 2025","Update entity","Courses","",""
"","544","Login","LMS service","Wed Oct 22 03:59:41 GMT 2025","passed","Wed Oct 22 03:59:41 GMT 2025","Login","Authentication","",""
"","294","Create file","LMS service","Wed Oct 22 03:59:46 GMT 2025","passed","Wed Oct 22 03:59:47 GMT 2025","Create entity","Files","",""
"","262","Create file with incorrect file id","LMS service","Wed Oct 22 03:59:50 GMT 2025","passed","Wed Oct 22 03:59:50 GMT 2025","Validate entity","Files","",""
"","14","Get file","LMS service","Wed Oct 22 03:59:47 GMT 2025","passed","Wed Oct 22 03:59:47 GMT 2025","Get entity","Files","",""
