"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Delete file","LMS service","Sun Jul 06 03:49:50 GMT 2025","passed","Sun Jul 06 03:49:50 GMT 2025","Delete entity","Files","",""
"","269","Create file with empty directory","LMS service","Sun Jul 06 03:49:48 GMT 2025","passed","Sun Jul 06 03:49:49 GMT 2025","Validate entity","Files","",""
"","294","Update exercise","LMS service","Sun Jul 06 03:49:46 GMT 2025","passed","Sun Jul 06 03:49:46 GMT 2025","Update entity","Exercises","",""
"","555","Create user","LMS service","Sun Jul 06 03:49:50 GMT 2025","passed","Sun Jul 06 03:49:51 GMT 2025","Create entity","Users","",""
"","270","Create file with empty filename","LMS service","Sun Jul 06 03:49:48 GMT 2025","passed","Sun Jul 06 03:49:48 GMT 2025","Validate entity","Files","",""
"","270","Create file with empty filename and directory","LMS service","Sun Jul 06 03:49:49 GMT 2025","passed","Sun Jul 06 03:49:49 GMT 2025","Validate entity","Files","",""
"","21","Get exercises","LMS service","Sun Jul 06 03:49:46 GMT 2025","passed","Sun Jul 06 03:49:46 GMT 2025","Get entities","Exercises","",""
"","288","Delete exercise","LMS service","Sun Jul 06 03:49:44 GMT 2025","passed","Sun Jul 06 03:49:44 GMT 2025","Delete entity","Exercises","",""
"","271","Create file with incorrect file id","LMS service","Sun Jul 06 03:49:50 GMT 2025","passed","Sun Jul 06 03:49:50 GMT 2025","Validate entity","Files","",""
"","269","Create exercise","LMS service","Sun Jul 06 03:49:44 GMT 2025","passed","Sun Jul 06 03:49:44 GMT 2025","Create entity","Exercises","",""
"","30","Get courses","LMS service","Sun Jul 06 03:49:43 GMT 2025","passed","Sun Jul 06 03:49:43 GMT 2025","Get entities","Courses","",""
"","35","Create course","LMS service","Sun Jul 06 03:49:43 GMT 2025","passed","Sun Jul 06 03:49:43 GMT 2025","Create entity","Courses","",""
"","316","Create file","LMS service","Sun Jul 06 03:49:46 GMT 2025","passed","Sun Jul 06 03:49:47 GMT 2025","Create entity","Files","",""
"","289","Get exercise","LMS service","Sun Jul 06 03:49:45 GMT 2025","passed","Sun Jul 06 03:49:45 GMT 2025","Get entity","Exercises","",""
"","12","Get user me","LMS service","Sun Jul 06 03:49:51 GMT 2025","passed","Sun Jul 06 03:49:51 GMT 2025","Get entity","Users","",""
"","546","Login","LMS service","Sun Jul 06 03:49:41 GMT 2025","passed","Sun Jul 06 03:49:42 GMT 2025","Login","Authentication","",""
"","290","Create user","LMS service","Sun Jul 06 03:49:50 GMT 2025","passed","Sun Jul 06 03:49:51 GMT 2025","Create entity","Users","",""
"","534","Create user","LMS service","Sun Jul 06 03:49:50 GMT 2025","passed","Sun Jul 06 03:49:50 GMT 2025","Create entity","Users","",""
"","16","Get file","LMS service","Sun Jul 06 03:49:47 GMT 2025","passed","Sun Jul 06 03:49:47 GMT 2025","Get entity","Files","",""
"","37","Update course","LMS service","Sun Jul 06 03:49:42 GMT 2025","passed","Sun Jul 06 03:49:42 GMT 2025","Update entity","Courses","",""
