"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","265","Create file with incorrect file id","LMS service","Tue Sep 09 03:54:31 GMT 2025","passed","Tue Sep 09 03:54:32 GMT 2025","Validate entity","Files","",""
"","35","Create course","LMS service","Tue Sep 09 03:54:24 GMT 2025","passed","Tue Sep 09 03:54:24 GMT 2025","Create entity","Courses","",""
"","291","Get exercise","LMS service","Tue Sep 09 03:54:26 GMT 2025","passed","Tue Sep 09 03:54:26 GMT 2025","Get entity","Exercises","",""
"","25","Delete file","LMS service","Tue Sep 09 03:54:30 GMT 2025","passed","Tue Sep 09 03:54:30 GMT 2025","Delete entity","Files","",""
"","13","Get user me","LMS service","Tue Sep 09 03:54:32 GMT 2025","passed","Tue Sep 09 03:54:32 GMT 2025","Get entity","Users","",""
"","528","Create user","LMS service","Tue Sep 09 03:54:30 GMT 2025","passed","Tue Sep 09 03:54:31 GMT 2025","Create entity","Users","",""
"","26","Update exercise","LMS service","Tue Sep 09 03:54:27 GMT 2025","passed","Tue Sep 09 03:54:27 GMT 2025","Update entity","Exercises","",""
"","18","Delete exercise","LMS service","Tue Sep 09 03:54:25 GMT 2025","passed","Tue Sep 09 03:54:25 GMT 2025","Delete entity","Exercises","",""
"","556","Create user","LMS service","Tue Sep 09 03:54:32 GMT 2025","passed","Tue Sep 09 03:54:32 GMT 2025","Create entity","Users","",""
"","17","Get file","LMS service","Tue Sep 09 03:54:28 GMT 2025","passed","Tue Sep 09 03:54:28 GMT 2025","Get entity","Files","",""
"","530","Create user","LMS service","Tue Sep 09 03:54:31 GMT 2025","passed","Tue Sep 09 03:54:31 GMT 2025","Create entity","Users","",""
"","553","Login","LMS service","Tue Sep 09 03:54:22 GMT 2025","passed","Tue Sep 09 03:54:23 GMT 2025","Login","Authentication","",""
"","18","Create file with empty directory","LMS service","Tue Sep 09 03:54:29 GMT 2025","passed","Tue Sep 09 03:54:29 GMT 2025","Validate entity","Files","",""
"","260","Create file with empty filename and directory","LMS service","Tue Sep 09 03:54:30 GMT 2025","passed","Tue Sep 09 03:54:30 GMT 2025","Validate entity","Files","",""
"","271","Create exercise","LMS service","Tue Sep 09 03:54:25 GMT 2025","passed","Tue Sep 09 03:54:25 GMT 2025","Create entity","Exercises","",""
"","264","Create file with empty filename","LMS service","Tue Sep 09 03:54:29 GMT 2025","passed","Tue Sep 09 03:54:29 GMT 2025","Validate entity","Files","",""
"","30","Get courses","LMS service","Tue Sep 09 03:54:24 GMT 2025","passed","Tue Sep 09 03:54:24 GMT 2025","Get entities","Courses","",""
"","572","Create file","LMS service","Tue Sep 09 03:54:27 GMT 2025","passed","Tue Sep 09 03:54:28 GMT 2025","Create entity","Files","",""
"","22","Get exercises","LMS service","Tue Sep 09 03:54:27 GMT 2025","passed","Tue Sep 09 03:54:27 GMT 2025","Get entities","Exercises","",""
"","38","Update course","LMS service","Tue Sep 09 03:54:23 GMT 2025","passed","Tue Sep 09 03:54:23 GMT 2025","Update entity","Courses","",""
