"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","556","Create user","LMS service","Mon Jul 14 03:57:37 GMT 2025","passed","Mon Jul 14 03:57:37 GMT 2025","Create entity","Users","",""
"","288","Get exercise","LMS service","Mon Jul 14 03:57:31 GMT 2025","passed","Mon Jul 14 03:57:32 GMT 2025","Get entity","Exercises","",""
"","13","Get user me","LMS service","Mon Jul 14 03:57:38 GMT 2025","passed","Mon Jul 14 03:57:38 GMT 2025","Get entity","Users","",""
"","20","Delete file","LMS service","Mon Jul 14 03:57:36 GMT 2025","passed","Mon Jul 14 03:57:36 GMT 2025","Delete entity","Files","",""
"","289","Delete exercise","LMS service","Mon Jul 14 03:57:30 GMT 2025","passed","Mon Jul 14 03:57:31 GMT 2025","Delete entity","Exercises","",""
"","289","Create user","LMS service","Mon Jul 14 03:57:37 GMT 2025","passed","Mon Jul 14 03:57:37 GMT 2025","Create entity","Users","",""
"","275","Create exercise","LMS service","Mon Jul 14 03:57:30 GMT 2025","passed","Mon Jul 14 03:57:30 GMT 2025","Create entity","Exercises","",""
"","32","Get courses","LMS service","Mon Jul 14 03:57:29 GMT 2025","passed","Mon Jul 14 03:57:29 GMT 2025","Get entities","Courses","",""
"","39","Update course","LMS service","Mon Jul 14 03:57:28 GMT 2025","passed","Mon Jul 14 03:57:28 GMT 2025","Update entity","Courses","",""
"","292","Update exercise","LMS service","Mon Jul 14 03:57:33 GMT 2025","passed","Mon Jul 14 03:57:33 GMT 2025","Update entity","Exercises","",""
"","20","Get exercises","LMS service","Mon Jul 14 03:57:32 GMT 2025","passed","Mon Jul 14 03:57:32 GMT 2025","Get entities","Exercises","",""
"","265","Create file with empty filename","LMS service","Mon Jul 14 03:57:34 GMT 2025","passed","Mon Jul 14 03:57:34 GMT 2025","Validate entity","Files","",""
"","33","Create course","LMS service","Mon Jul 14 03:57:29 GMT 2025","passed","Mon Jul 14 03:57:29 GMT 2025","Create entity","Courses","",""
"","545","Login","LMS service","Mon Jul 14 03:57:27 GMT 2025","passed","Mon Jul 14 03:57:28 GMT 2025","Login","Authentication","",""
"","264","Create file with empty directory","LMS service","Mon Jul 14 03:57:35 GMT 2025","passed","Mon Jul 14 03:57:35 GMT 2025","Validate entity","Files","",""
"","271","Create file with incorrect file id","LMS service","Mon Jul 14 03:57:36 GMT 2025","passed","Mon Jul 14 03:57:37 GMT 2025","Validate entity","Files","",""
"","13","Get file","LMS service","Mon Jul 14 03:57:34 GMT 2025","passed","Mon Jul 14 03:57:34 GMT 2025","Get entity","Files","",""
"","539","Create user","LMS service","Mon Jul 14 03:57:36 GMT 2025","passed","Mon Jul 14 03:57:37 GMT 2025","Create entity","Users","",""
"","263","Create file with empty filename and directory","LMS service","Mon Jul 14 03:57:35 GMT 2025","passed","Mon Jul 14 03:57:35 GMT 2025","Validate entity","Files","",""
"","314","Create file","LMS service","Mon Jul 14 03:57:33 GMT 2025","passed","Mon Jul 14 03:57:33 GMT 2025","Create entity","Files","",""
