"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","288","Create file with incorrect file id","LMS service","Mon Aug 11 03:59:55 GMT 2025","passed","Mon Aug 11 03:59:56 GMT 2025","Validate entity","Files","",""
"","596","Create user","LMS service","Mon Aug 11 03:59:55 GMT 2025","passed","Mon Aug 11 03:59:56 GMT 2025","Create entity","Users","",""
"","36","Create exercise","LMS service","Mon Aug 11 03:59:48 GMT 2025","passed","Mon Aug 11 03:59:48 GMT 2025","Create entity","Exercises","",""
"","47","Delete exercise","LMS service","Mon Aug 11 03:59:49 GMT 2025","passed","Mon Aug 11 03:59:49 GMT 2025","Delete entity","Exercises","",""
"","18","Get user me","LMS service","Mon Aug 11 03:59:57 GMT 2025","passed","Mon Aug 11 03:59:57 GMT 2025","Get entity","Users","",""
"","35","Get exercises","LMS service","Mon Aug 11 03:59:51 GMT 2025","passed","Mon Aug 11 03:59:51 GMT 2025","Get entities","Exercises","",""
"","609","Create user","LMS service","Mon Aug 11 03:59:56 GMT 2025","passed","Mon Aug 11 03:59:56 GMT 2025","Create entity","Users","",""
"","19","Get file","LMS service","Mon Aug 11 03:59:52 GMT 2025","passed","Mon Aug 11 03:59:52 GMT 2025","Get entity","Files","",""
"","23","Create file with empty filename","LMS service","Mon Aug 11 03:59:53 GMT 2025","passed","Mon Aug 11 03:59:53 GMT 2025","Validate entity","Files","",""
"","38","Update exercise","LMS service","Mon Aug 11 03:59:51 GMT 2025","passed","Mon Aug 11 03:59:51 GMT 2025","Update entity","Exercises","",""
"","81","Create file","LMS service","Mon Aug 11 03:59:52 GMT 2025","passed","Mon Aug 11 03:59:52 GMT 2025","Create entity","Files","",""
"","40","Create course","LMS service","Mon Aug 11 03:59:47 GMT 2025","passed","Mon Aug 11 03:59:47 GMT 2025","Create entity","Courses","",""
"","345","Update course","LMS service","Mon Aug 11 03:59:46 GMT 2025","passed","Mon Aug 11 03:59:46 GMT 2025","Update entity","Courses","",""
"","592","Login","LMS service","Mon Aug 11 03:59:45 GMT 2025","passed","Mon Aug 11 03:59:46 GMT 2025","Login","Authentication","",""
"","330","Delete file","LMS service","Mon Aug 11 03:59:55 GMT 2025","passed","Mon Aug 11 03:59:55 GMT 2025","Delete entity","Files","",""
"","286","Create file with empty filename and directory","LMS service","Mon Aug 11 03:59:54 GMT 2025","passed","Mon Aug 11 03:59:55 GMT 2025","Validate entity","Files","",""
"","320","Create user","LMS service","Mon Aug 11 03:59:56 GMT 2025","passed","Mon Aug 11 03:59:56 GMT 2025","Create entity","Users","",""
"","334","Get courses","LMS service","Mon Aug 11 03:59:48 GMT 2025","passed","Mon Aug 11 03:59:48 GMT 2025","Get entities","Courses","",""
"","26","Get exercise","LMS service","Mon Aug 11 03:59:49 GMT 2025","passed","Mon Aug 11 03:59:49 GMT 2025","Get entity","Exercises","",""
"","291","Create file with empty directory","LMS service","Mon Aug 11 03:59:53 GMT 2025","passed","Mon Aug 11 03:59:53 GMT 2025","Validate entity","Files","",""
